 TIME                                   ,T_M                                     ,
 HOURS              ,"°C"                ,
  +4.4300000000000000E+02,  +4.0351036313443231E+01,
  +4.4400000000000000E+02,  +4.4305701643538455E+01,
  +4.4500000000000000E+02,  +5.2785610999203207E+01,
  +4.4600000000000000E+02,  +5.1415253444626380E+01,
  +4.4700000000000000E+02,  +5.0048616032348633E+01,
  +4.4800000000000000E+02,  +4.8411116816067434E+01,
  +4.4900000000000000E+02,  +4.6894281007302794E+01,
  +4.5000000000000000E+02,  +4.5070297869741395E+01,
  +4.5100000000000000E+02,  +4.3312165464680632E+01,
  +4.5200000000000000E+02,  +4.1773915206659950E+01,
  +4.5300000000000000E+02,  +4.0382339309284205E+01,
  +4.5400000000000000E+02,  +4.0171061143784847E+01,
  +4.5500000000000000E+02,  +4.0015622238508719E+01,
  +4.5600000000000000E+02,  +4.0013450695882391E+01,
  +4.5700000000000000E+02,  +4.0011744253807535E+01,
  +4.5800000000000000E+02,  +4.0009882806716156E+01,
  +4.5900000000000000E+02,  +4.0008430935480341E+01,
  +4.6000000000000000E+02,  +4.0007126918942767E+01,
  +4.6100000000000000E+02,  +4.0005409394206048E+01,
  +4.6200000000000000E+02,  +4.0003898754928969E+01,
  +4.6300000000000000E+02,  +4.0002707563460014E+01,
  +4.6400000000000000E+02,  +4.0001710064795617E+01,
  +4.6500000000000000E+02,  +4.0001111540150134E+01,
  +4.6600000000000000E+02,  +4.0000706035262894E+01,
  +4.6700000000000000E+02,  +4.0853848677663848E+01,
  +4.6800000000000000E+02,  +4.3500143742797164E+01,
  +4.6900000000000000E+02,  +4.9266042955482412E+01,
  +4.7000000000000000E+02,  +4.7430445860281644E+01,
  +4.7100000000000000E+02,  +4.5455730454861907E+01,
  +4.7200000000000000E+02,  +4.2799369044790687E+01,
  +4.7300000000000000E+02,  +4.0985655183161299E+01,
