 TIME                                   ,T_M                                     ,
 HOURS              ,"°C"                ,
  +4.7500000000000000E+02,  +6.0290384714523064E+01,
  +4.7600000000000000E+02,  +5.9795424993223286E+01,
  +4.7700000000000000E+02,  +5.9487909130786512E+01,
  +4.7800000000000000E+02,  +6.0123618551612701E+01,
  +4.7900000000000000E+02,  +6.1105926784142433E+01,
  +4.8000000000000000E+02,  +6.1749013770065346E+01,
  +4.8100000000000000E+02,  +6.2092355381708394E+01,
  +4.8200000000000000E+02,  +6.2289681402266389E+01,
  +4.8300000000000000E+02,  +6.2378634411446306E+01,
  +4.8400000000000000E+02,  +6.2344091474553665E+01,
  +4.8500000000000000E+02,  +6.0543369485884909E+01,
  +4.8600000000000000E+02,  +5.9239688422086772E+01,
  +4.8700000000000000E+02,  +5.9332961418347203E+01,
  +4.8800000000000000E+02,  +5.7312430939824424E+01,
  +4.8900000000000000E+02,  +5.4215905170177798E+01,
  +4.9000000000000000E+02,  +5.1581142549093876E+01,
  +4.9100000000000000E+02,  +5.3395261337541463E+01,
  +4.9200000000000000E+02,  +5.6843974821232003E+01,
  +4.9300000000000000E+02,  +5.8994496529744929E+01,
  +4.9400000000000000E+02,  +6.0304296792021823E+01,
  +4.9500000000000000E+02,  +6.1050886665830227E+01,
  +4.9600000000000000E+02,  +6.1434219457515844E+01,
  +4.9700000000000000E+02,  +6.1493653021305285E+01,
  +4.9800000000000000E+02,  +6.1218372854983812E+01,
  +4.9900000000000000E+02,  +6.0996176468784903E+01,
  +5.0000000000000000E+02,  +5.9132691104028282E+01,
  +5.0100000000000000E+02,  +5.8613913155512101E+01,
  +5.0200000000000000E+02,  +5.8063332369944298E+01,
  +5.0300000000000000E+02,  +5.6505224915631942E+01,
