index,py_P_elec,py_P_heat_60,py_P_heat_55,py_P_heat_50,py_m_hs_60,py_m_hs_55,py_m_hs_50,py_COP_60,py_COP_55,py_COP_50,py_V_60,py_V_55,py_V_50,py_V_total,py_T_return,py_P_heat_total,m_ges,py_T_m,Time,ts_m_heatspace,ts_T_amb,ts_P_heatspace,ts_T_m,ts_P_heat,ts_m_flow
328,2.620,0.000,0.038,6.402,0.000,2.209,551.271,1.920,2.180,2.460,0.002,1.598,0.000,1.600,40.000,6.441,553.480,55.007,328.000,551.064,2.165,6.400,51.267,6.441,553.480
329,3.228,0.000,6.938,0.002,0.000,398.287,0.207,1.890,2.150,2.430,0.002,1.598,0.000,1.600,40.000,6.941,398.493,55.006,329.000,594.116,1.601,6.900,49.436,6.941,398.493
330,3.259,0.000,6.938,0.002,0.000,398.287,0.207,1.880,2.130,2.410,0.002,1.598,0.000,1.600,40.000,6.941,398.493,55.006,330.000,594.116,1.268,6.900,47.604,6.941,398.493
331,3.543,0.000,7.438,0.002,0.000,426.988,0.207,1.850,2.100,2.380,0.002,1.598,0.000,1.600,40.000,7.441,427.195,55.005,331.000,637.168,0.797,7.400,45.639,7.441,427.195
332,0.001,0.000,0.000,0.002,0.000,0.000,0.207,1.830,2.080,2.360,0.002,1.097,0.000,1.099,40.000,0.002,0.207,50.308,332.000,749.103,0.363,8.700,41.159,0.002,0.207
333,7.701,0.000,16.011,0.007,0.000,919.088,0.621,1.830,2.080,2.360,0.001,1.550,0.000,1.551,40.000,16.018,919.709,54.547,333.000,697.441,0.366,8.100,43.162,16.018,919.709
334,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.830,2.070,2.350,0.001,1.261,0.000,1.262,40.000,0.000,0.000,51.838,334.000,430.519,0.264,5.000,40.197,0.000,0.000
335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.830,2.070,2.350,0.001,1.001,0.000,1.002,40.000,0.000,0.000,49.400,335.000,387.467,0.265,4.500,40.010,0.000,0.000
336,0.003,0.000,0.000,0.007,0.000,0.000,0.621,1.830,2.070,2.350,0.001,0.748,0.000,0.749,40.000,0.007,0.621,47.023,336.000,378.857,0.192,4.400,39.999,0.007,0.621
337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.830,2.070,2.340,0.001,0.494,0.000,0.495,40.000,0.000,0.000,44.646,337.000,378.857,0.167,4.400,39.989,0.000,0.000
338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.820,2.060,2.330,0.001,0.253,0.000,0.253,40.000,0.000,0.000,42.378,338.000,361.636,-0.011,4.200,39.982,0.000,0.000
339,0.001,0.000,0.000,0.002,0.000,0.000,0.207,1.820,2.060,2.340,0.001,0.000,0.000,0.001,40.000,0.002,0.207,40.007,339.000,378.857,0.064,4.400,39.976,0.002,0.207
340,2.853,0.000,5.903,0.002,0.000,338.836,0.207,1.820,2.070,2.340,0.000,0.000,0.000,0.000,40.000,5.905,339.042,40.005,340.000,508.012,0.118,5.900,39.978,5.905,339.042
341,3.964,0.000,8.203,0.002,0.000,470.862,0.207,1.830,2.070,2.350,0.000,0.000,0.000,0.000,40.000,8.205,471.068,40.003,341.000,706.051,0.248,8.200,39.981,8.205,471.068
342,4.979,0.000,10.503,0.002,0.000,602.887,0.207,1.860,2.110,2.390,0.000,0.000,0.000,0.000,40.000,10.505,603.094,40.002,342.000,904.090,0.917,10.500,39.985,10.505,603.094
343,4.791,0.000,10.203,0.002,0.000,585.667,0.207,1.880,2.130,2.420,0.000,0.000,0.000,0.000,40.000,10.205,585.873,40.000,343.000,878.259,1.400,10.200,39.986,10.205,585.873
344,3.486,0.003,0.003,8.602,0.138,0.161,740.699,1.920,2.180,2.470,0.000,0.000,0.000,0.000,40.000,8.608,740.998,40.000,344.000,740.493,2.210,8.600,39.987,8.608,740.998
345,3.417,0.003,0.003,8.602,0.138,0.161,740.699,1.960,2.230,2.520,0.000,0.000,0.000,0.000,40.000,8.608,740.998,40.000,345.000,740.493,3.068,8.600,39.987,8.608,740.998
346,3.131,0.003,0.003,8.102,0.138,0.161,697.647,2.020,2.290,2.590,0.000,0.000,0.000,0.000,40.000,8.108,697.946,40.000,346.000,697.441,4.156,8.100,39.987,8.108,697.946
347,3.162,0.003,0.003,8.402,0.138,0.161,723.479,2.080,2.350,2.660,0.000,0.000,0.000,0.000,40.000,8.408,723.777,40.000,347.000,723.272,5.309,8.400,39.987,8.408,723.777
348,6.176,0.003,0.003,16.730,0.138,0.161,1440.555,2.110,2.400,2.710,0.000,0.000,0.862,0.862,40.000,16.736,1440.853,45.388,348.000,576.895,6.036,6.700,42.901,16.736,1440.853
349,7.923,0.068,11.894,8.038,2.923,682.771,692.074,2.120,2.410,2.720,0.003,0.682,0.915,1.600,40.000,20.000,1377.768,52.148,349.000,637.168,6.211,7.400,48.502,20.000,1377.768
350,2.428,0.000,0.000,6.532,0.000,0.000,562.403,2.100,2.380,2.690,0.003,0.681,0.917,1.600,40.000,6.532,562.403,52.144,350.000,559.675,5.815,6.500,48.504,6.532,562.403
351,2.739,0.000,0.000,7.232,0.000,0.000,622.676,2.060,2.340,2.640,0.003,0.680,0.918,1.600,40.000,7.232,622.676,52.140,351.000,619.947,5.033,7.200,48.510,7.232,622.676
352,3.001,0.000,0.000,7.832,0.000,0.000,674.339,2.040,2.310,2.610,0.002,0.679,0.919,1.600,40.000,7.832,674.339,52.136,352.000,671.610,4.565,7.800,48.518,7.832,674.339
353,3.166,0.000,0.000,8.232,0.000,0.000,708.781,2.030,2.300,2.600,0.002,0.678,0.920,1.600,40.000,8.232,708.781,52.132,353.000,706.051,4.365,8.200,48.528,8.232,708.781
354,3.294,0.000,0.000,8.532,0.000,0.000,734.612,2.020,2.290,2.590,0.002,0.677,0.921,1.600,40.000,8.532,734.612,52.128,354.000,731.882,4.177,8.500,48.539,8.532,734.612
355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.010,2.280,2.580,0.002,0.676,0.077,0.755,40.000,0.000,0.000,46.842,355.000,843.817,4.058,9.800,42.538,0.000,0.000
356,3.298,0.000,0.000,8.510,0.000,0.000,732.744,2.020,2.280,2.580,0.002,0.675,0.000,0.677,40.000,8.510,732.744,46.351,356.000,809.376,4.120,9.400,42.268,8.510,732.744
357,3.939,0.000,0.000,10.202,0.000,0.000,878.465,2.020,2.290,2.590,0.002,0.674,0.000,0.676,40.000,10.202,878.465,46.340,357.000,878.259,4.136,10.200,42.256,10.202,878.465
358,2.279,0.000,0.000,5.902,0.000,0.000,508.219,2.020,2.290,2.590,0.002,0.673,0.000,0.675,40.000,5.902,508.219,46.329,358.000,508.012,4.197,5.900,42.243,5.902,508.219
359,2.032,0.000,0.000,5.302,0.000,0.000,456.557,2.030,2.300,2.610,0.001,0.672,0.000,0.673,40.000,5.302,456.557,46.318,359.000,456.350,4.442,5.300,42.231,5.302,456.557
360,6.280,0.000,0.000,16.392,0.000,0.000,1411.421,2.040,2.310,2.610,0.001,0.671,0.928,1.600,40.000,16.392,1411.421,52.105,360.000,482.181,4.551,5.600,49.217,16.392,1411.421
361,2.012,0.000,0.000,5.232,0.000,0.000,450.473,2.030,2.300,2.600,0.001,0.670,0.929,1.600,40.000,5.232,450.473,52.101,361.000,447.740,4.337,5.200,49.217,5.232,450.473
362,2.152,0.000,0.000,5.532,0.000,0.000,476.304,2.010,2.270,2.570,0.001,0.669,0.930,1.600,40.000,5.532,476.304,52.097,362.000,473.571,3.941,5.500,49.221,5.532,476.304
363,2.012,0.000,0.000,5.132,0.000,0.000,441.863,1.990,2.250,2.550,0.001,0.668,0.931,1.600,40.000,5.132,441.863,52.094,363.000,439.129,3.510,5.100,49.227,5.132,441.863
364,2.275,0.000,0.000,5.732,0.000,0.000,493.526,1.960,2.230,2.520,0.001,0.667,0.932,1.600,40.000,5.732,493.526,52.090,364.000,490.792,3.067,5.700,49.236,5.732,493.526
365,3.373,0.000,0.000,8.332,0.000,0.000,717.396,1.930,2.180,2.470,0.001,0.666,0.933,1.600,40.000,8.332,717.396,52.086,365.000,714.662,2.288,8.300,49.250,8.332,717.396
366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.910,2.160,2.450,0.000,0.000,0.931,0.932,40.000,0.000,0.000,45.830,366.000,998.804,1.935,11.600,41.972,0.000,0.000
367,0.116,0.000,0.000,0.285,0.000,0.000,24.500,1.920,2.180,2.460,0.000,0.000,0.000,0.000,40.000,0.285,24.500,40.005,367.000,955.752,2.170,11.100,40.000,0.285,24.500
368,3.521,0.000,0.000,8.802,0.000,0.000,757.920,1.950,2.210,2.500,0.000,0.000,0.000,0.000,40.000,8.802,757.920,40.002,368.000,757.713,2.741,8.800,39.994,8.802,757.920
369,3.112,0.000,0.003,7.902,0.000,0.161,680.427,1.980,2.240,2.540,0.000,0.000,0.000,0.000,40.000,7.905,680.587,40.000,369.000,680.220,3.371,7.900,39.991,7.905,680.587
370,3.054,0.003,0.003,7.902,0.138,0.161,680.427,2.020,2.290,2.590,0.000,0.000,0.000,0.000,40.000,7.908,680.725,40.000,370.000,680.220,4.278,7.900,39.989,7.908,680.725
371,2.721,0.003,0.003,7.202,0.138,0.161,620.154,2.060,2.340,2.650,0.000,0.000,0.000,0.000,40.000,7.208,620.453,40.000,371.000,619.947,5.073,7.200,39.987,7.208,620.453
372,7.454,0.068,11.430,6.802,2.923,656.137,585.713,2.080,2.350,2.660,0.003,0.655,0.000,0.658,40.000,18.301,1244.772,46.177,372.000,585.506,5.333,6.800,42.535,18.301,1244.772
373,7.910,0.000,7.888,12.112,0.000,452.809,1042.863,2.080,2.350,2.660,0.003,1.107,0.491,1.600,40.000,20.000,1495.672,53.474,373.000,551.064,5.295,6.400,50.471,20.000,1495.672
374,2.445,0.000,0.000,6.430,0.000,0.000,553.648,2.050,2.320,2.630,0.003,1.105,0.492,1.600,40.000,6.430,553.648,53.469,374.000,551.064,4.802,6.400,50.471,6.430,553.648
375,2.746,0.000,0.000,7.030,0.000,0.000,605.311,2.000,2.260,2.560,0.002,1.104,0.494,1.600,40.000,7.030,605.311,53.463,375.000,602.727,3.771,7.000,50.476,7.030,605.311
376,2.988,0.000,0.000,7.530,0.000,0.000,648.363,1.970,2.230,2.520,0.002,1.102,0.496,1.600,40.000,7.530,648.363,53.458,376.000,645.779,3.132,7.500,50.484,7.530,648.363
377,3.239,0.000,0.000,8.130,0.000,0.000,700.026,1.950,2.210,2.510,0.002,1.101,0.497,1.600,40.000,8.130,700.026,53.452,377.000,697.441,2.880,8.100,50.494,8.130,700.026
378,3.586,0.000,0.000,8.930,0.000,0.000,768.910,1.940,2.200,2.490,0.002,1.099,0.499,1.600,40.000,8.930,768.910,53.447,378.000,766.324,2.524,8.900,50.505,8.930,768.910
379,1.475,0.000,0.000,3.613,0.000,0.000,311.073,1.910,2.170,2.450,0.002,1.098,0.000,1.100,40.000,3.613,311.073,50.316,379.000,809.376,1.999,9.400,45.727,3.613,311.073
380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.900,2.150,2.430,0.002,0.529,0.000,0.530,40.000,0.000,0.000,44.978,380.000,852.428,1.684,9.900,40.964,0.000,0.000
381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.900,2.150,2.440,0.002,0.000,0.000,0.002,40.000,0.000,0.000,40.022,381.000,792.155,1.739,9.200,40.002,0.000,0.000
382,2.359,0.000,0.000,5.802,0.000,0.000,499.609,1.920,2.180,2.460,0.001,0.000,0.000,0.002,40.000,5.802,499.609,40.019,382.000,499.402,2.166,5.800,39.998,5.802,499.609
383,1.889,0.000,0.000,4.702,0.000,0.000,404.895,1.940,2.200,2.490,0.001,0.000,0.000,0.001,40.000,4.702,404.895,40.016,383.000,404.688,2.631,4.700,39.994,4.702,404.895
384,1.875,0.000,0.003,4.702,0.000,0.161,404.895,1.950,2.220,2.510,0.001,0.000,0.000,0.001,40.000,4.705,405.055,40.014,384.000,404.688,2.891,4.700,39.990,4.705,405.055
385,3.132,0.000,0.003,7.920,0.000,0.161,681.959,1.970,2.230,2.530,0.001,0.000,0.328,0.329,40.000,7.923,682.119,42.063,385.000,353.026,3.175,4.100,40.411,7.923,682.119
386,7.906,0.000,0.020,19.980,0.000,1.129,1720.382,1.970,2.240,2.530,0.001,0.001,1.598,1.600,40.000,20.000,1721.511,50.008,386.000,447.740,3.288,5.200,48.382,20.000,1721.511
387,2.037,0.000,0.000,5.134,0.000,0.000,442.091,1.970,2.230,2.520,0.001,0.001,1.599,1.600,40.000,5.134,442.091,50.007,387.000,439.129,3.151,5.100,48.386,5.134,442.091
388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.960,2.220,2.510,0.001,0.001,1.063,1.064,40.000,0.000,0.000,46.656,388.000,533.844,2.997,6.200,45.047,0.000,0.000
389,5.840,0.000,0.000,14.659,0.000,0.000,1262.216,1.960,2.220,2.510,0.000,0.000,1.599,1.600,40.000,14.659,1262.216,50.004,389.000,723.272,2.952,8.400,48.412,14.659,1262.216
390,1.660,0.000,0.000,4.151,0.000,0.000,357.387,1.950,2.210,2.500,0.000,0.000,0.990,0.991,40.000,4.151,357.387,46.196,390.000,964.363,2.834,11.200,43.787,4.151,357.387
391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.940,2.200,2.490,0.000,0.000,0.000,0.000,40.000,0.000,0.000,40.003,391.000,990.194,2.577,11.500,40.002,0.000,0.000
392,3.826,0.000,0.000,9.602,0.000,0.000,826.803,1.950,2.210,2.510,0.000,0.000,0.000,0.000,40.000,9.602,826.803,40.000,392.000,826.597,2.866,9.600,39.995,9.602,826.803
393,3.298,0.003,0.003,8.402,0.138,0.161,723.479,1.990,2.250,2.550,0.000,0.000,0.000,0.000,40.000,8.408,723.777,40.000,393.000,723.272,3.571,8.400,39.991,8.408,723.777
394,4.489,0.006,0.003,11.661,0.276,0.161,1004.042,2.030,2.300,2.600,0.000,0.000,0.349,0.349,40.000,11.670,1004.479,42.182,394.000,654.389,4.315,7.600,40.066,9.260,797.003
395,8.465,0.000,16.850,3.150,0.000,967.222,271.243,2.040,2.320,2.620,0.000,0.966,0.000,0.966,40.000,20.000,1238.465,49.055,395.000,619.947,4.663,7.200,43.404,20.000,1307.518
396,8.928,9.656,3.842,6.502,415.696,220.535,559.881,2.030,2.300,2.600,0.415,1.185,0.000,1.600,40.000,20.000,1196.112,56.297,396.000,559.675,4.327,6.500,49.370,20.000,1196.112
397,2.567,0.000,0.037,6.502,0.000,2.139,559.881,1.980,2.250,2.550,0.415,1.185,0.000,1.600,40.000,6.540,562.020,56.296,397.000,559.675,3.506,6.500,50.777,8.940,699.796
398,2.498,0.000,0.037,6.202,0.000,2.139,534.050,1.950,2.210,2.500,0.414,1.186,0.000,1.600,40.000,6.240,536.189,56.294,398.000,533.844,2.765,6.200,50.785,6.240,536.189
399,2.579,0.000,0.037,6.302,0.000,2.139,542.661,1.920,2.170,2.460,0.413,1.187,0.000,1.600,40.000,6.340,544.800,56.292,399.000,542.454,2.102,6.300,50.794,6.340,544.800
400,3.570,0.000,7.637,0.002,0.000,438.398,0.207,1.890,2.140,2.430,0.413,1.187,0.000,1.600,40.000,7.640,438.605,56.290,400.000,654.389,1.540,7.600,48.650,7.640,438.605
401,3.698,0.000,7.837,0.002,0.000,449.879,0.207,1.870,2.120,2.400,0.412,1.188,0.000,1.600,40.000,7.840,450.086,56.289,401.000,671.610,1.179,7.800,46.583,7.840,450.086
402,0.002,0.000,0.000,0.005,0.000,0.000,0.414,1.860,2.110,2.390,0.412,0.699,0.000,1.111,40.000,0.005,0.414,51.699,402.000,731.882,0.980,8.500,41.548,0.005,0.414
403,8.609,0.000,18.164,0.000,0.000,1042.680,0.000,1.860,2.110,2.380,0.411,1.189,0.000,1.600,40.000,18.164,1042.680,56.285,403.000,826.597,0.850,9.600,43.739,18.164,1042.680
404,4.638,0.000,9.737,0.002,0.000,558.944,0.207,1.850,2.100,2.380,0.411,1.189,0.000,1.600,40.000,9.740,559.151,56.283,404.000,835.207,0.706,9.700,41.259,9.740,559.151
405,3.942,0.000,8.234,0.005,0.000,472.633,0.414,1.850,2.090,2.370,0.410,1.190,0.000,1.600,40.000,8.238,473.047,56.281,405.000,706.051,0.601,8.200,40.158,8.238,473.047
406,2.520,0.000,5.241,0.000,0.000,300.839,0.000,1.830,2.080,2.350,0.410,1.190,0.000,1.600,40.000,5.241,300.839,56.280,406.000,447.740,0.331,5.200,39.987,5.241,300.839
407,2.495,0.000,5.137,0.002,0.000,294.893,0.207,1.820,2.060,2.330,0.409,1.191,0.000,1.600,40.000,5.140,295.099,56.278,407.000,439.129,-0.040,5.100,39.981,5.140,295.099
408,2.335,0.000,4.737,0.002,0.000,271.932,0.207,1.790,2.030,2.300,0.408,1.192,0.000,1.600,40.000,4.740,272.138,56.276,408.000,404.688,-0.621,4.700,39.975,4.740,272.138
409,2.320,0.000,4.637,0.002,0.000,266.192,0.207,1.760,2.000,2.260,0.408,1.192,0.000,1.600,40.000,4.640,266.398,56.275,409.000,396.077,-1.289,4.600,39.971,4.640,266.398
410,2.363,0.000,4.619,0.014,0.000,265.154,1.245,1.730,1.960,2.230,0.407,1.192,0.001,1.600,40.000,4.634,266.399,56.270,410.000,396.077,-1.930,4.600,39.968,4.634,266.399
411,2.534,0.000,4.941,0.000,0.000,283.619,0.000,1.720,1.950,2.210,0.407,1.192,0.001,1.600,40.000,4.941,283.619,56.269,411.000,421.909,-2.292,4.900,39.965,4.941,283.619
412,0.965,0.000,1.871,0.000,0.000,107.417,0.000,1.710,1.940,2.190,0.406,1.000,0.001,1.407,40.000,1.871,107.417,54.456,412.000,447.740,-2.499,5.200,39.964,1.871,107.417
413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,1.930,2.180,0.406,0.580,0.000,0.986,40.000,0.000,0.000,50.512,413.000,628.558,-2.698,7.300,39.966,0.000,0.000
414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.690,1.910,2.170,0.405,0.000,0.000,0.405,40.000,0.000,0.000,45.067,414.000,869.648,-2.975,10.100,39.970,0.000,0.000
415,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.680,1.900,2.160,0.000,0.000,0.000,0.000,40.000,0.000,0.000,40.003,415.000,809.376,-3.181,9.400,39.973,0.000,0.000
416,4.332,0.000,8.403,0.002,0.000,482.342,0.207,1.710,1.940,2.200,0.000,0.000,0.000,0.000,40.000,8.405,482.549,40.002,416.000,723.272,-2.390,8.400,39.978,8.405,482.549
417,3.634,0.000,7.303,0.002,0.000,419.199,0.207,1.780,2.010,2.280,0.000,0.000,0.000,0.000,40.000,7.305,419.406,40.000,417.000,628.558,-0.952,7.300,39.980,7.305,419.406
418,3.037,0.003,6.403,0.002,0.138,367.537,0.207,1.860,2.110,2.390,0.000,0.000,0.000,0.000,40.000,6.408,367.881,40.000,418.000,551.064,0.989,6.400,39.980,6.408,367.881
419,4.905,0.003,4.749,6.702,0.138,272.621,577.102,1.920,2.180,2.460,0.000,0.272,0.000,0.272,40.000,11.455,849.861,42.551,419.000,576.895,2.158,6.700,39.982,6.708,577.401
420,9.626,13.998,0.000,6.002,602.623,0.000,516.829,1.940,2.200,2.490,0.602,0.272,0.000,0.874,40.000,20.000,1119.453,50.070,420.000,516.623,2.525,6.000,42.820,20.000,1119.493
421,9.193,6.023,8.175,5.802,259.304,469.239,499.609,1.930,2.190,2.480,0.860,0.740,0.000,1.600,40.000,20.000,1228.152,57.688,421.000,499.402,2.410,5.800,49.713,20.000,1228.112
422,2.788,0.000,5.936,0.002,0.000,340.738,0.207,1.880,2.130,2.410,0.859,0.741,0.000,1.600,40.000,5.938,340.945,57.685,422.000,508.012,1.254,5.900,50.845,10.668,612.431
423,2.890,0.000,5.836,0.002,0.000,334.998,0.207,1.780,2.020,2.290,0.858,0.742,0.000,1.600,40.000,5.838,335.204,57.682,423.000,499.402,-0.791,5.800,49.113,5.838,335.204
424,3.471,0.000,6.836,0.002,0.000,392.401,0.207,1.740,1.970,2.230,0.857,0.743,0.000,1.600,40.000,6.838,392.607,57.678,424.000,585.506,-1.866,6.800,47.280,6.838,392.607
425,0.001,0.000,0.000,0.002,0.000,0.000,0.207,1.720,1.950,2.210,0.856,0.358,0.000,1.214,40.000,0.002,0.207,54.055,425.000,576.895,-2.282,6.700,42.343,0.002,0.207
426,0.704,0.000,1.371,0.002,0.000,78.712,0.207,1.720,1.950,2.210,0.855,0.000,0.000,0.855,40.000,1.374,78.918,50.688,426.000,654.389,-2.270,7.600,40.012,1.374,78.918
427,3.849,0.000,7.503,0.002,0.000,430.680,0.207,1.720,1.950,2.210,0.854,0.000,0.000,0.854,40.000,7.505,430.886,50.676,427.000,645.779,-2.191,7.500,40.001,7.505,430.886
428,4.003,0.000,7.803,0.002,0.000,447.901,0.207,1.720,1.950,2.210,0.853,0.000,0.000,0.853,40.000,7.805,448.107,50.663,428.000,671.610,-2.193,7.800,39.992,7.805,448.107
429,3.951,0.000,7.703,0.002,0.000,442.160,0.207,1.720,1.950,2.210,0.852,0.000,0.000,0.852,40.000,7.705,442.367,50.651,429.000,662.999,-2.217,7.700,39.986,7.705,442.367
430,8.803,0.000,17.162,0.005,0.000,985.162,0.414,1.720,1.950,2.210,0.851,0.749,0.000,1.600,40.000,17.167,985.576,57.659,430.000,353.026,-2.274,4.100,46.969,17.167,985.576
431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.720,1.940,2.200,0.850,0.530,0.000,1.380,40.000,0.000,0.000,55.593,431.000,327.194,-2.320,3.800,43.358,0.000,0.000
432,0.009,0.000,0.000,0.019,0.000,0.000,1.662,1.710,1.940,2.200,0.849,0.346,0.001,1.196,40.000,0.019,1.662,53.862,432.000,275.532,-2.381,3.200,40.357,0.019,1.662
433,1.810,0.000,3.511,0.000,0.000,201.561,0.000,1.710,1.940,2.190,0.848,0.369,0.001,1.218,40.000,3.511,201.561,54.063,433.000,266.922,-2.501,3.100,40.037,3.511,201.561
434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,1.930,2.180,0.847,0.202,0.001,1.050,40.000,0.000,0.000,52.485,434.000,249.701,-2.706,2.900,40.022,0.000,0.000
435,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.690,1.910,2.170,0.846,0.001,0.001,0.847,40.000,0.000,0.000,50.586,435.000,301.363,-2.933,3.500,40.009,0.000,0.000
436,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.680,1.900,2.160,0.707,0.000,0.001,0.708,40.000,0.000,0.000,48.851,436.000,275.532,-3.152,3.200,39.998,0.000,0.000
437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.670,1.900,2.150,0.517,0.000,0.000,0.518,40.000,0.000,0.000,46.472,437.000,378.857,-3.309,4.400,39.989,0.000,0.000
438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.670,1.890,2.150,0.241,0.000,0.000,0.242,40.000,0.000,0.000,43.020,438.000,551.064,-3.372,6.400,39.983,0.000,0.000
439,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.680,1.900,2.150,0.000,0.000,0.000,0.000,40.000,0.000,0.000,40.002,439.000,482.181,-3.248,5.600,39.978,0.000,0.000
440,2.567,0.000,5.003,0.002,0.000,287.173,0.207,1.720,1.950,2.210,0.000,0.000,0.000,0.000,40.000,5.005,287.380,40.000,440.000,430.519,-2.272,5.000,39.977,5.005,287.380
441,2.281,0.003,4.603,0.002,0.138,264.212,0.207,1.780,2.020,2.290,0.000,0.000,0.000,0.000,40.000,4.608,264.557,40.000,441.000,396.077,-0.842,4.600,39.976,4.608,264.557
442,2.089,0.003,4.403,0.002,0.138,252.732,0.207,1.860,2.110,2.390,0.000,0.000,0.000,0.000,40.000,4.408,253.076,40.000,442.000,378.857,0.891,4.400,39.974,4.408,253.076
443,3.456,0.003,3.806,4.147,0.138,218.451,357.058,1.910,2.160,2.450,0.000,0.000,0.356,0.356,40.000,7.956,575.647,42.228,443.000,327.194,1.927,3.800,39.982,3.971,232.656
444,10.363,20.000,0.000,0.000,861.038,0.000,0.000,1.930,2.180,2.470,0.860,0.000,0.063,0.923,40.000,20.000,861.038,51.146,444.000,292.753,2.292,3.400,43.970,20.000,1000.558
445,10.100,17.229,0.003,2.768,741.756,0.161,238.323,1.920,2.170,2.460,1.600,0.000,0.000,1.600,40.000,20.000,980.240,60.000,445.000,301.363,2.119,3.500,51.896,20.000,1011.863
446,1.882,0.041,3.903,0.002,1.776,224.031,0.207,1.850,2.100,2.370,1.600,0.000,0.000,1.600,40.000,3.946,226.013,60.000,446.000,335.805,0.679,3.900,52.635,7.916,396.919
447,2.016,0.041,3.903,0.002,1.776,224.031,0.207,1.730,1.960,2.220,1.600,0.000,0.000,1.600,40.000,3.946,226.013,60.000,447.000,335.805,-1.998,3.900,51.312,3.946,226.013
448,2.398,0.000,4.603,0.002,0.000,264.212,0.207,1.700,1.920,2.180,1.598,0.000,0.000,1.598,40.000,4.605,264.419,59.978,448.000,396.077,-2.793,4.600,49.828,4.605,264.419
449,2.343,0.082,4.403,0.002,3.550,252.732,0.207,1.700,1.920,2.180,1.600,0.000,0.000,1.600,40.000,4.488,256.488,60.000,449.000,378.857,-2.797,4.400,48.453,4.488,256.488
450,2.749,0.041,5.203,0.002,1.776,298.654,0.207,1.690,1.910,2.170,1.600,0.000,0.000,1.600,40.000,5.246,300.636,60.000,450.000,447.740,-2.941,5.200,46.812,5.246,300.636
451,2.944,4.941,0.003,0.002,212.730,0.161,0.207,1.680,1.900,2.160,1.600,0.000,0.000,1.600,40.000,4.946,213.097,60.000,451.000,421.909,-3.157,4.900,44.509,4.946,213.097
452,3.141,5.241,0.003,0.002,225.646,0.161,0.207,1.670,1.890,2.150,1.600,0.000,0.000,1.600,40.000,5.246,226.013,60.000,452.000,447.740,-3.382,5.200,43.000,5.246,226.013
453,3.160,5.241,0.003,0.002,225.646,0.161,0.207,1.660,1.880,2.130,1.600,0.000,0.000,1.600,40.000,5.246,226.013,60.000,453.000,447.740,-3.604,5.200,41.761,5.246,226.013
454,1.846,3.041,0.003,0.002,130.932,0.161,0.207,1.650,1.870,2.120,1.600,0.000,0.000,1.600,40.000,3.046,131.299,60.000,454.000,258.311,-3.846,3.000,41.053,3.046,131.299
455,0.023,0.000,0.025,0.019,0.000,1.453,1.662,1.640,1.860,2.110,1.478,0.001,0.001,1.481,40.000,0.045,3.116,58.494,455.000,241.091,-4.076,2.800,40.020,0.045,3.116
456,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.640,1.850,2.100,1.347,0.001,0.001,1.350,40.000,0.000,0.000,56.858,456.000,258.311,-4.277,3.000,40.007,0.000,0.000
457,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.630,1.840,2.090,1.229,0.001,0.001,1.231,40.000,0.000,0.000,55.384,457.000,232.480,-4.438,2.700,39.996,0.000,0.000
458,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.620,1.840,2.080,1.078,0.001,0.001,1.079,40.000,0.000,0.000,53.482,458.000,301.363,-4.557,3.500,39.987,0.000,0.000
459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.620,1.840,2.080,0.939,0.001,0.001,0.940,40.000,0.000,0.000,51.744,459.000,275.532,-4.605,3.200,39.979,0.000,0.000
460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.620,1.840,2.080,0.791,0.000,0.000,0.792,40.000,0.000,0.000,49.899,460.000,292.753,-4.620,3.400,39.973,0.000,0.000
461,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.620,1.830,2.080,0.537,0.000,0.000,0.537,40.000,0.000,0.000,46.713,461.000,508.012,-4.638,5.900,39.971,0.000,0.000
